data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor,delivery_time_hours,duplicate_flag,same_city
training,58:59.8,thanos::sroute:adfe08d8-90c1-4170-aea7-04ce5691b435,FTL,trip-153705953983273040,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND211002AAB,Allahabad_Central_H_1 (Uttar Pradesh),42:53.7,23:05.3,580,TRUE,22,17-09-2018 01:41,23.75526589,34,17,24.4796,2,34,17,24.4796,2,9.669896956,1,0
training,26:20.2,thanos::sroute:884f7550-53c2-48f7-a639-91e5b5d3a831,Carting,trip-153758678021538657,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560058AAB,Bengaluru_Peenya_IP (Karnataka),26:20.2,38:56.0,132,TRUE,9,22-09-2018 05:21,9.333963843,13,15,11.585,0.866666667,13,15,11.585,0.866666667,2.20994925,0,0
training,13:20.7,thanos::sroute:dda6387a-ddd9-4e76-a23a-220c1124fa9b,Carting,trip-153680840074450129,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),13:20.7,32:10.1,198,TRUE,18,13-09-2018 05:45,21.16029374,44,28,24.272,1.571428571,17,15,12.4928,1.133333333,3.313722206,0,0
training,32:41.4,thanos::sroute:ef440d0b-5e79-4fe0-a7de-1cfa8c2d010c,FTL,trip-153755476136378416,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),12:24.4,52:45.7,1480,TRUE,242,23-09-2018 08:57,243.1153685,504,217,307.9096,2.322580645,38,31,44.4683,1.225806452,24.67260919,1,0
training,24:19.2,thanos::sroute:9d80b949-2d55-4578-b0ee-881d4bfcc097,FTL,trip-153796825920516220,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),24:19.2,54:18.9,2249,TRUE,154,27-09-2018 22:37,155.2686772,254,172,216.293,1.476744186,34,82,83.0479,0.414634146,37.49992487,1,0
training,03:00.3,thanos::sroute:65298ce5-d9ee-4614-80fe-0b619cfd3758,FTL,trip-153799938034632401,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND302014AAA,Jaipur_Hub (Rajasthan),03:00.3,47:16.8,2984,TRUE,858,27-09-2018 21:44,859.3130885,1545,791,1084.0872,1.953223767,30,17,24.3636,1.764705882,49.73790947,1,0
training,50:13.4,thanos::sroute:6fafdb7d-9527-42e7-bcc7-2ae9d31e4c34,FTL,trip-153732541341066089,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),50:13.4,53:06.0,302,TRUE,66,19-09-2018 04:55,67.27286589,151,62,80.212,2.435483871,46,27,31.9333,1.703703704,5.047935414,0,0
training,16:21.4,thanos::sroute:147ddb06-42e6-4598-ae86-6cb08624fb6b,Carting,trip-153757898143941433,IND335051AAA,RaisingNgr_BisnolDPP_D (Rajasthan),IND335513AAA,Hanumangarh_DC (Rajasthan),31:02.7,15:12.8,224,FALSE,85,31:02.7,85.67928264,214,101,110.4233,2.118811881,48,4,3.9941,12,3.736143063,0,0
test,41:50.3,thanos::sroute:7d7c2e06-d535-48a0-81ab-4ae0189a3455,FTL,trip-153808811028561946,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND411033AAA,Pune_Tathawde_H (Maharashtra),41:50.3,28:01.6,1066,TRUE,506,28-09-2018 00:56,506.365037,887,435,580.0234,2.03908046,39,20,30.8957,1.95,17.76980658,1,0
training,05:44.6,thanos::sroute:48117ed8-ce82-41f4-9cd0-f065c1044d33,FTL,trip-153712474460100829,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND384205AAA,Mehsana_Panchot_IP (Gujarat),05:44.6,39:04.2,273,TRUE,22,16-09-2018 23:09,22.11189523,23,24,25.0206,0.958333333,23,24,25.0206,0.958333333,4.555436047,0,0
training,51:40.4,thanos::sroute:f01c8bbd-655d-42ea-9abf-60d5040606ee,FTL,trip-153775750038541173,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),36:06.6,51:45.4,795,TRUE,176,25-09-2018 14:32,176.924594,312,163,212.7843,1.914110429,51,19,26.8536,2.684210526,13.2607702,1,0
training,41:37.1,thanos::sroute:c5f2ba2c-8486-4940-8af6-d1d2a6a37a00,Carting,trip-153713769712630062,IND627005AAA,Tirunelveli_VdkkuSrt_I (Tamil Nadu),IND628801AAA,Eral_Busstand_D (Tamil Nadu),41:37.1,57:07.7,135,FALSE,37,16-09-2018 23:43,37.67992222,61,45,46.4408,1.355555556,5,16,16.7238,0.3125,2.258504057,1,0
training,01:51.7,thanos::sroute:e387b964-5c3a-49b4-95b9-991f29622a26,Carting,trip-153774011167484306,IND742226AAA,Sagardighi_UtBzrDPP_D (West Bengal),IND742102AAB,Berhampore_Central_I_2 (West Bengal),41:36.7,33:31.4,111,FALSE,24,24-09-2018 05:09,24.54636747,68,37,33.4997,1.837837838,18,17,7.7116,1.058823529,1.865205788,1,0
training,20:51.1,thanos::sroute:c7d1e35b-d990-42d6-abd6-202d2a9d2a95,FTL,trip-153716525114345992,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),20:51.1,13:26.8,352,FALSE,101,17-09-2018 06:45,101.45546,323,103,130.3768,3.13592233,105,15,15.6718,7,5.876578837,0,0
training,17:49.5,thanos::sroute:828f0a4b-da11-4921-88df-5316ddbffda5,FTL,trip-153749626948446385,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND821115AAB,Sasaram_Central_I_2 (Bihar),17:49.5,23:14.8,1505,TRUE,264,21-09-2018 19:46,264.2602993,448,205,287.3334,2.185365854,29,17,24.6187,1.705882353,25.09037184,1,0
training,52:47.4,thanos::sroute:be8c8fd7-8979-4783-9786-8664f97a45da,FTL,trip-153731116736488318,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),52:47.4,37:33.2,2744,TRUE,594,19-09-2018 22:15,594.4289162,1340,606,835.2765,2.211221122,38,17,24.8253,2.235294118,45.74606581,1,0
training,38:28.4,thanos::sroute:de0c83be-7a36-46cd-983b-8799fbe8dedc,Carting,trip-153778550843475587,IND834002AAB,Ranchi_Hub (Jharkhand),IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),38:28.4,31:53.7,533,TRUE,45,24-09-2018 17:35,45.38536008,109,50,63.4741,2.18,21,10,13.9617,2.1,8.890351908,0,0
training,30:05.2,thanos::sroute:9da2d540-f140-48b9-8c93-ea59aa45e712,FTL,trip-153721620524441856,IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),IND847212AAA,Madhubani_Bardivan_D (Bihar),30:05.2,16:20.9,286,TRUE,44,17-09-2018 23:55,45.14058064,75,45,61.4253,1.666666667,28,18,26.133,1.555555556,4.771023141,1,0
test,35:00.4,thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,FTL,trip-153801210039247977,IND571114AAA,HDKote_BegurRD_D (Karnataka),IND570020AAA,Mysore_Yadvgiri_IP (Karnataka),20:21.7,41:52.5,501,TRUE,22,27-09-2018 08:05,22.41993572,63,25,26.7859,2.52,63,25,26.7859,2.52,8.358576631,0,0
training,14:30.4,thanos::sroute:c7d1e35b-d990-42d6-abd6-202d2a9d2a95,FTL,trip-153708207040838113,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),14:30.4,57:28.9,282,TRUE,44,16-09-2018 09:23,46.39662548,137,46,56.3076,2.97826087,14,12,13.7341,1.166666667,4.716254976,0,0
training,02:06.2,thanos::sroute:6596f7bd-9c5a-4679-827a-c786765e859d,Carting,trip-153690132617234777,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560058AAD,Bengaluru_Peenya_L (Karnataka),02:06.2,19:03.3,316,TRUE,9,14-09-2018 06:49,10.62014379,48,21,16.4078,2.285714286,48,21,16.4078,2.285714286,5.282544908,0,0
test,47:35.8,thanos::sroute:d44e0622-f7fd-4346-b686-7a9ac210d6b0,FTL,trip-153817125576276770,IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),IND591237AAB,Nipani_AkkolRD_D (Karnataka),47:35.8,43:18.7,115,TRUE,22,28-09-2018 23:07,23.15300364,31,16,23.7312,1.9375,31,16,23.7312,1.9375,1.928603939,0,0
training,56:12.8,thanos::sroute:32d7b4f2-b226-4919-a152-2fbd0d1bd99a,Carting,trip-153755977281141414,IND741156AAA,Plassey_BtaiRoad_D (West Bengal),IND742102AAB,Berhampore_Central_I_2 (West Bengal),21:17.2,15:48.5,174,FALSE,39,22-09-2018 06:31,39.49916858,68,32,44.2794,2.125,8,1,2.0876,8,2.908676792,0,0
test,54:46.0,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,FTL,trip-153816448597565211,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),13:53.2,45:31.0,3091,FALSE,1689,29-09-2018 10:56,1689.208483,2867,1509,2064.8836,1.899933731,59,34,40.3101,1.735294118,51.52716957,1,0
training,15:39.4,thanos::sroute:16503381-6968-4077-983d-71178fef45b9,FTL,trip-153675813938195151,IND413002AAA,Solapur_Central_I_2 (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),37:44.1,12:26.7,754,TRUE,154,13-09-2018 08:45,154.3927661,249,161,192.5801,1.546583851,32,20,23.6655,1.6,12.57851665,1,0
training,46:48.1,thanos::sroute:8c5ab716-198a-4395-b83f-567277357ab9,Carting,trip-153671320807895983,IND121102AAA,Palwal (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),53:32.5,07:14.2,193,TRUE,27,12-09-2018 03:46,27.65111196,78,20,28.4,3.9,12,6,8.9373,2,3.228266987,1,0
test,35:42.4,thanos::sroute:a4bf93af-8105-4dff-818e-cb79ddd69761,FTL,trip-153802294243762443,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),35:42.4,56:08.0,2780,TRUE,418,28-09-2018 10:39,418.9353327,817,407,512.4057,2.007371007,32,22,32.381,1.454545455,46.34043415,1,0
training,18:09.2,thanos::sroute:bcce7b68-e962-4a29-af24-167e3e926d04,FTL,trip-153730908923708296,IND781018AAB,Guwahati_Hub (Assam),IND110037AAM,Delhi_Airport_H (Delhi),18:09.2,54:05.8,3575,TRUE,1298,19-09-2018 06:12,1298.437215,3081,1167,1599.1762,2.640102828,93,34,48.4535,2.735294118,59.59904111,1,0
training,01:43.2,thanos::sroute:cf2e63a5-87d6-4e39-a2d6-5555ed67bd27,FTL,trip-153790570321252084,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),49:03.2,24:12.8,2435,TRUE,1012,26-09-2018 10:59,1012.288038,1713,926,1271.7336,1.849892009,72,25,35.5615,2.88,40.58599817,1,0
test,16:13.9,thanos::sroute:6be6529b-f2ad-4714-b7ab-ac58f24711da,FTL,trip-153837097390448401,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),16:13.9,26:35.0,3190,TRUE,748,02-10-2018 14:39,748.1273232,1176,710,967.5196,1.656338028,30,18,26.4756,1.666666667,53.17253497,1,0
training,22:52.4,thanos::sroute:69409580-4bf0-4bbf-96fe-9e7bc6582a27,FTL,trip-153729857243999993,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND411033AAA,Pune_Tathawde_H (Maharashtra),32:29.0,02:01.4,1829,TRUE,308,19-09-2018 21:40,309.3347077,497,282,369.7837,1.762411348,26,16,23.5639,1.625,30.49235004,1,0
training,47:35.8,thanos::sroute:de0c83be-7a36-46cd-983b-8799fbe8dedc,Carting,trip-153743685579451160,IND834002AAB,Ranchi_Hub (Jharkhand),IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),47:35.8,53:11.0,605,TRUE,72,20-09-2018 16:19,74.53477526,212,74,97.7142,2.864864865,66,9,13.2296,7.333333333,10.09311425,0,0
training,02:18.3,thanos::sroute:3def24ea-f80d-4d49-b450-720dc5d13d04,FTL,trip-153676093831317129,IND395023AAA,Surat_HUB (Gujarat),IND110037AAM,Delhi_Airport_H (Delhi),02:18.3,02:56.0,1920,TRUE,660,13-09-2018 03:34,661.259275,1088,571,784.037,1.905429072,42,24,32.0667,1.75,32.01047863,1,0
training,01:00.2,thanos::sroute:ff6d6662-580b-43c3-810c-ba3027000f79,Carting,trip-153693726018240930,IND144001AAC,Jalandhar_Sodal Road (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),01:00.2,07:06.2,366,TRUE,117,14-09-2018 17:10,117.2731572,194,87,123.9003,2.229885057,20,9,13.5498,2.222222222,6.101683661,0,0
training,54:07.3,thanos::sroute:2c33e360-7e52-4d2c-a9db-fe24996829c7,FTL,trip-153737964729744558,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),54:07.3,45:55.8,3231,TRUE,176,21-09-2018 14:07,176.8844921,333,151,207.0954,2.205298013,57,24,34.3691,2.375,53.86347243,1,0
training,40:26.5,thanos::sroute:16f438c4-c258-4955-8358-bdb1e256f1dc,FTL,trip-153784682648083916,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),40:26.5,16:11.7,3035,TRUE,1232,25-09-2018 19:17,1232.027468,2094,1057,1479.5039,1.981078524,36,18,25.5997,2,50.59590079,1,0
test,39:27.0,thanos::sroute:c03e37c2-6c4b-4eee-9704-15fd85f974a2,Carting,trip-153808796703917735,IND380006AAA,Ahmedabad_Paldi_D (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),53:12.2,21:37.9,28,FALSE,9,53:12.2,9.71957269,24,11,14.1274,2.181818182,14,3,3.4226,4.666666667,0.473795671,0,0
training,09:32.4,thanos::sroute:e2f5faaa-455a-494b-a501-549c3e3081ec,FTL,trip-153682257242014991,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),44:15.8,00:34.7,2416,TRUE,682,14-09-2018 19:38,682.8936974,1204,626,815.8185,1.923322684,28,20,29.1072,1.4,40.27190492,1,0
training,34:27.2,thanos::sroute:1ea5b20e-9acf-4e90-9ae3-f7799dbf9e3c,FTL,trip-153706526720361043,IND175015AAA,JognderNgr_Dhelu_D (Himachal Pradesh),IND174001AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),14:19.0,50:16.4,1055,TRUE,66,16-09-2018 10:57,67.42183542,885,143,114.8794,6.188811189,83,65,49.025,1.276923077,17.59927033,0,0
training,45:49.7,thanos::sroute:ff6d6662-580b-43c3-810c-ba3027000f79,Carting,trip-153676714973280295,IND144001AAC,Jalandhar_Sodal Road (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),45:49.7,40:12.7,414,TRUE,108,12-09-2018 18:32,108.4601859,203,78,111.0094,2.602564103,14,9,12.3174,1.555555556,6.906381527,1,0
training,44:34.4,thanos::sroute:25dd334d-e30d-4cfa-b6e8-192bcfe84fcc,FTL,trip-153707307438150188,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),57:51.0,37:28.1,2439,TRUE,1034,16-09-2018 23:41,1035.79936,2106,917,1235.4068,2.296619411,32,17,25.1073,1.882352941,40.66028923,1,0
training,07:17.2,thanos::sroute:0f5c3b4b-5c1c-4a8f-abd4-98fcadbdad2d,Carting,trip-153713563716881457,IND322241AAA,Karauli_HnsChowk_D (Rajasthan),IND322201AAA,Gangapur_Ward6DPP_D (Rajasthan),26:52.0,34:23.4,67,TRUE,9,17-09-2018 04:57,9.203129413,37,8,10.4722,4.625,37,8,10.4722,4.625,1.125415553,1,0
training,14:47.8,thanos::sroute:49f6ef3a-a09b-4eb4-8166-0a846a1ec427,Carting,trip-153798208778613999,IND68004AAA,Thrissur_Poothole_D (Kerala),IND683511AAA,Aluva_Peedika_H (Kerala),04:19.7,16:52.7,132,TRUE,9,27-09-2018 07:53,10.36758195,21,11,13.4968,1.909090909,21,11,13.4968,1.909090909,2.209165006,0,0
training,45:52.9,thanos::sroute:bc7dbb1d-9379-4674-b8d3-f9c3b965bb38,FTL,trip-153727835293828936,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),45:52.9,03:44.6,2537,TRUE,132,20-09-2018 00:41,132.3902469,410,102,144.7547,4.019607843,276,14,20.1918,19.71428571,42.29769071,1,0
training,32:39.4,thanos::sroute:80bf5118-9538-4509-9d53-679a0c5f5e59,Carting,trip-153797595939274382,IND600016AAB,Chennai_Alandur_C (Tamil Nadu),IND600044AAC,Chennai_Chrompet_PC (Tamil Nadu),32:39.4,26:22.1,113,TRUE,18,26-09-2018 16:39,18.11259882,32,18,21.8785,1.777777778,12,6,8.7287,2,1.895198112,0,0
training,24:29.2,thanos::sroute:162f9a67-5ebe-4338-8450-1c6d57d2c7b1,FTL,trip-153678386918787011,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),42:55.4,27:02.4,2204,TRUE,374,14-09-2018 06:45,376.3506512,569,285,403.9779,1.996491228,64,18,26.4419,3.555555556,36.73526377,1,0
training,48:02.9,thanos::sroute:de5e208e-7641-45e6-8100-4d9fb1e5720d,FTL,trip-153722448294571122,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),48:02.9,23:21.1,3155,TRUE,1232,18-09-2018 16:42,1232.844133,2075,1187,1634.952,1.748104465,23,15,23.9999,1.533333333,52.58836503,1,0
training,39:42.6,thanos::sroute:19271c51-91cf-4bd7-8c7a-6e3f2d3c5db9,FTL,trip-153674878263631265,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),39:42.6,11:08.6,2311,TRUE,506,13-09-2018 12:00,506.9349659,785,424,588.2922,1.851415094,52,15,22.6325,3.466666667,38.52388961,1,0
test,23:30.2,thanos::sroute:a47a9fc6-858c-4a83-b7fc-760c9de08d73,Carting,trip-153834981018458546,IND642001AAA,Pollachi_Venkatsa_DC (Tamil Nadu),IND642126AAA,Udumalpet_Artclgrd_D (Tamil Nadu),17:06.1,34:49.2,77,TRUE,9,01-10-2018 03:11,11.20442809,20,14,13.7984,1.428571429,20,14,13.7984,1.428571429,1.29531929,1,0
training,32:56.5,thanos::sroute:fccc9d7d-a31b-45e5-a1cf-eaa191e734e8,FTL,trip-153702197646821275,IND577201AAA,Shimoga_DC (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),41:59.5,59:55.6,437,TRUE,88,16-09-2018 09:07,89.36374551,166,85,108.7974,1.952941176,30,18,26.0465,1.666666667,7.298914218,0,0
training,04:12.7,thanos::sroute:c094f55b-3c48-4ce4-b649-b99a4af2a99c,FTL,trip-153781945271407083,IND395023AAA,Surat_HUB (Gujarat),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),46:56.9,44:47.4,1857,TRUE,462,26-09-2018 01:44,463.0776596,710,383,522.2078,1.853785901,35,27,37.9783,1.296296296,30.96404432,1,0
training,27:42.7,thanos::sroute:c28206c1-76c3-4349-bef3-5f78fdb0005b,Carting,trip-153689566271825596,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),27:42.7,14:14.4,346,FALSE,21,14-09-2018 03:31,21.13280774,188,24,28.182,7.833333333,0,0,0,-1,5.775462419,0,0
training,06:51.5,thanos::sroute:5d1fd47c-9d53-4b5d-890e-f15922292fd4,Carting,trip-153714281145978614,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400102AAB,Mumbai_Jogeshwri_L (Maharashtra),06:51.5,48:16.2,341,FALSE,22,06:51.5,22.72021656,281,30,33.7975,9.366666667,0,0,0,-1,5.690218141,0,0
training,03:44.9,thanos::sroute:38112227-e40b-4e3c-8539-9e28f72fc307,Carting,trip-153734062486869290,IND110078AAA,Janakpuri (Delhi),IND110043AAA,Delhi_Nangli_IP (Delhi),28:55.7,04:07.8,95,FALSE,13,19-09-2018 08:39,13.21765193,60,23,19.4852,2.608695652,39,9,6.9578,4.333333333,1.586698443,0,0
training,30:59.3,thanos::sroute:4cbecb35-356b-4b68-bf3c-6225b5e6aab5,FTL,trip-153717306559016761,IND000000AAS,Bongaigaon_Chpaguri_D (Assam),IND783370AAC,Kokrajhar_PigonDPP_D (Assam),18:50.2,17:37.8,118,TRUE,22,17-09-2018 19:01,25.42757394,68,25,35.264,2.72,68,25,35.264,2.72,1.979887189,1,0
test,13:35.3,thanos::sroute:f0f4fdd9-43f8-43fb-926c-453bd3033181,Carting,trip-153860841527359826,IND273155AAA,Anandnagar_LohiaDPP_D (Uttar Pradesh),IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),18:33.3,42:21.2,503,TRUE,9,04-10-2018 07:21,9.05137185,48,10,14.452,4.8,48,10,14.452,4.8,8.396635143,0,0
training,26:40.4,thanos::sroute:f60f8fd7-4c32-4656-b6fc-3fa9a7900c32,FTL,trip-153800080035651815,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),26:40.4,30:49.4,424,TRUE,22,27-09-2018 04:37,26.38663289,42,28,30.5634,1.5,42,28,30.5634,1.5,7.069190816,0,0
training,39:23.6,thanos::sroute:9e5af0e2-f939-46a4-9144-045e8edb77b5,Carting,trip-153777476358744813,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121004AAA,Faridabad_Blbgarh_DC (Haryana),39:23.6,34:45.6,55,TRUE,9,24-09-2018 08:11,10.1654529,18,8,11.0082,2.25,18,8,11.0082,2.25,0.92277156,0,0
training,22:37.4,thanos::sroute:eb6f76d9-015d-4e25-bb5e-1469422c82a7,Carting,trip-153778815744501938,IND271210AAA,Tulsipur_Central_DPP_1 (Uttar Pradesh),IND271001AAA,Gonda_KotwaliN_D (Uttar Pradesh),32:59.9,05:15.2,332,TRUE,36,25-09-2018 05:33,36.75796623,108,28,39.5211,3.857142857,38,7,10.8633,5.428571429,5.537596011,1,0
training,54:35.3,thanos::sroute:c0fc2d36-84dc-406b-b11f-5ebf7eb14f7d,Carting,trip-153772887528568190,IND262122AAB,Puranpur_MdothdRD_D (Uttar Pradesh),IND244901AAB,Rampur_RoshnBgh_I (Uttar Pradesh),20:05.2,47:10.1,387,TRUE,36,24-09-2018 11:48,36.10326501,77,27,38.2308,2.851851852,12,6,8.9868,2,6.451358309,0,0
training,58:16.5,thanos::sroute:fa83fd49-3327-4503-8e80-bf58ed636cc7,FTL,trip-153789829649995554,IND834002AAB,Ranchi_Hub (Jharkhand),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),28:14.5,54:31.7,1886,TRUE,946,26-09-2018 19:06,946.4917436,1426,750,1019.6053,1.901333333,28,17,24.2348,1.647058824,31.43810319,1,0
training,32:00.6,thanos::sroute:0456b740-1dad-4929-bbe0-87d8843f5a10,FTL,trip-153712272063128146,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),32:00.6,25:51.4,3053,TRUE,1188,17-09-2018 12:07,1190.090673,1979,1103,1468.3879,1.794197643,31,38,53.8731,0.815789474,50.89743741,1,0
training,18:45.9,thanos::sroute:6f20715d-5684-4595-a986-2836d48fc5b1,FTL,trip-153692032594030173,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),18:45.9,27:24.2,2288,TRUE,374,15-09-2018 14:42,374.7745394,573,338,455.0586,1.695266272,38,24,31.041,1.583333333,38.14397189,1,0
training,11:07.6,thanos::sroute:884325ef-09d8-45fb-b62e-c0fb8d2ba23c,FTL,trip-153756066760737262,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),15:09.8,59:52.6,524,TRUE,176,22-09-2018 06:43,179.1501393,195,143,194.8109,1.363636364,21,17,24.5117,1.235294118,8.745222461,1,0
training,59:31.1,thanos::sroute:71b057da-57e5-4458-a15f-1a599d2e8eac,FTL,trip-153782637107304135,IND472001AAA,Tikamgarh_MndiRoad_D (Madhya Pradesh),IND474003AAA,Gwalior_HrihrNgr_I (Madhya Pradesh),12:08.7,29:06.9,556,TRUE,66,25-09-2018 15:37,66.23066193,222,122,107.6033,1.819672131,26,22,30.8022,1.181818182,9.282826165,1,0
training,40:03.1,thanos::sroute:2994b7ae-bb9c-4d7c-a30f-78825535ebe2,FTL,trip-153672000309775410,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),40:03.1,50:01.0,1749,TRUE,198,13-09-2018 02:41,199.3405581,285,162,218.2625,1.759259259,27,17,25.2334,1.588235294,29.16607524,1,0
training,48:18.5,thanos::sroute:4b1e2410-e9f0-4bcb-a77f-b36718c22823,FTL,trip-153794809854669028,IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),IND466001AAA,Sehore_Mangalam_D (Madhya Pradesh),48:18.5,30:49.4,162,TRUE,44,26-09-2018 08:31,44.34744273,113,41,48.5107,2.756097561,53,26,27.0396,2.038461538,2.708573322,0,0
test,42:21.9,thanos::sroute:fb308c0f-ea3a-48ef-a6c3-47763412a90f,FTL,trip-153861014185597051,IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),42:21.9,57:34.9,1215,TRUE,440,04-10-2018 03:20,440.2142306,988,395,544.8664,2.501265823,50,22,27.0299,2.272727273,20.25363121,1,0
training,17:38.9,thanos::sroute:9d8430fd-1c24-4edb-ba79-4178460f70fd,FTL,trip-153737025891256705,IND523002AAA,Ongole_SubhVRTL_I (Andhra Pradesh),IND523316AAB,Markapur_VidyaNgr_D (Andhra Pradesh),17:38.9,32:37.4,614,FALSE,85,19-09-2018 22:31,85.67336456,178,80,93.528,2.225,30,18,19.574,1.666666667,10.24957861,0,0
training,10:18.4,thanos::sroute:626fde59-52ba-4d31-ace6-0641841a3f3c,FTL,trip-153785581841837896,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),10:18.4,59:15.5,3228,TRUE,506,26-09-2018 22:47,506.2223715,790,456,594.0172,1.73245614,40,26,40.8855,1.538461538,53.81586677,1,0
test,04:57.6,thanos::sroute:96a80600-40e1-436b-9161-fa68f9e4b0d6,FTL,trip-153819749763881430,IND854326AAB,Purnia_Central_H_2 (Bihar),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),55:40.8,38:14.6,2082,TRUE,1012,30-09-2018 22:41,1012.704535,1779,864,1171.7152,2.059027778,36,18,26.3668,2,34.70939242,1,0
